"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"AIAENG","AIA Engineering Limited","7(2)","S. N. Jetheliya","Key Managerial Personnel","Equity Shares","6200","0.01",,"50","192000","Sell","Equity Shares","6150","0.01","26-Nov-2025","26-Nov-2025","27-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","28-Nov-2025 15:05","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190360_1580791_28112025030527_WEB.xml"
"AIAENG","AIA Engineering Limited","7(2)","S. N. Jetheliya","Key Managerial Personnel","Equity Shares","6325","0.01",,"50","187000","Sell","Equity Shares","6275","0.01","17-Nov-2025","17-Nov-2025","27-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","28-Nov-2025 15:05","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190360_1580791_28112025030527_WEB.xml"
"AIAENG","AIA Engineering Limited","7(2)","S. N. Jetheliya","Key Managerial Personnel","Equity Shares","6375","0.01",,"50","180000","Sell","Equity Shares","6325","0.01","12-Nov-2025","12-Nov-2025","27-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","28-Nov-2025 15:05","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190360_1580791_28112025030527_WEB.xml"
"GRPLTD","GRP Limited","7(2)","Rajendra Vadilal Gandhi","Promoters","Equity Shares","148844","2.79",,"188756","0","Buy","Equity Shares","337600","6.33","25-Nov-2025","25-Nov-2025","26-Nov-2025","Inter-se-Transfer","-","-","0","0","0","0","NA","-","28-Nov-2025 14:33","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190358_1580778_28112025023351_WEB.xml"
"GRPLTD","GRP Limited","7(2)","Rajendra Vadilal Gandhi HUF","Promoter Group","Equity Shares","188756","3.54",,"188756","0","Sell","Equity Shares","Nil","0","25-Nov-2025","25-Nov-2025","26-Nov-2025","Inter-se-Transfer","-","-","0","0","0","0","NA","-","28-Nov-2025 14:33","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190358_1580778_28112025023351_WEB.xml"
"JEYYAM","Jeyyam Global Foods Limited","7(2)","Sujathaa Mehta","Promoters","Equity Shares","2212990","4.66",,"2212990","0","Sell","Equity Shares","Nil","0","27-Nov-2025","27-Nov-2025","28-Nov-2025","Inter-se-Transfer","-","-","0","0","0","0","NSE","-","28-Nov-2025 14:27","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190357_1580774_28112025022738_WEB.xml"
"JEYYAM","Jeyyam Global Foods Limited","7(2)","Siddharrth Mehta","Promoter Group","Equity Shares","2830516","5.96",,"331950","0","Buy","Equity Shares","3162466","6.66","27-Nov-2025","27-Nov-2025","28-Nov-2025","Inter-se-Transfer","-","-","0","0","0","0","NSE","-","28-Nov-2025 14:27","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190357_1580774_28112025022738_WEB.xml"
"JEYYAM","Jeyyam Global Foods Limited","7(2)","Shrreyans Mehta","Promoter Group","Equity Shares","2212990","4.66",,"1881040","0","Buy","Equity Shares","4094030","8.62","27-Nov-2025","27-Nov-2025","28-Nov-2025","Inter-se-Transfer","-","-","0","0","0","0","NSE","-","28-Nov-2025 14:27","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190357_1580774_28112025022738_WEB.xml"
"VIVIANA","Viviana Power Tech Limited","7(2)","PRIYANKA RICHI CHOKSI","Promoters","Equity Shares","195000","1.93",,"2400","2085000","Buy","Equity Shares","197400","1.95","28-Nov-2025","28-Nov-2025","28-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","28-Nov-2025 13:34","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190354_1580756_28112025013431_WEB.xml"
"VIVIANA","Viviana Power Tech Limited","7(2)","Richi Nikeshbhai Choksi","Promoters","Equity Shares","197200","1.95",,"1200","1044864","Buy","Equity Shares","198400","1.96","28-Nov-2025","28-Nov-2025","28-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","28-Nov-2025 13:29","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190352_1580753_28112025012940_WEB.xml"
"SALZERELEC","Salzer Electronics Limited","7(2)","Salzer Securities Holdings Limited","Promoter Group","Equity Shares","107007","0.61",,"1000","731660","Buy","Equity Shares","108007","0.61","27-Nov-2025","27-Nov-2025","28-Nov-2025","-","-","-","0","0","0","0","NA","-","28-Nov-2025 12:49","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190350_1580730_28112025124944_WEB.xml"
"DYNAMIC","Dynamic Services & Security Limited","7(2)","Rekha Bhagat","Promoters","Equity Shares","2804188","11.92",,"4000","456912","Buy","Equity Shares","2808188","11.94","25-Nov-2025","25-Nov-2025","27-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","28-Nov-2025 12:18","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190346_1580717_28112025121847_WEB.xml"
"DYNAMIC","Dynamic Services & Security Limited","7(2)","Destiny Logistics & Infra Limited","Promoter Group","Equity Shares","3749563","15.94",,"40000","4801022","Buy","Equity Shares","3789563","16.11","25-Nov-2025","25-Nov-2025","27-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","28-Nov-2025 12:18","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190346_1580717_28112025121847_WEB.xml"
"DYNAMIC","Dynamic Services & Security Limited","7(2)","Destiny Logistics & Infra Limited","Promoter Group","Equity Shares","3789563","16.11",,"35000","4572118","Buy","Equity Shares","3824563","16.26","27-Nov-2025","27-Nov-2025","27-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","28-Nov-2025 12:18","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190346_1580717_28112025121847_WEB.xml"
"DYNAMIC","Dynamic Services & Security Limited","7(2)","-","-",,"-","0",,,"-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","-","-","28-Nov-2025 12:18","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190346_1580717_28112025121847_WEB.xml"
"MADHAV","Madhav Marbles and Granites Limited","7(2)","RIDDHIMA DOSHI","Director","Equity Shares","1060300","11.85",,"5565","240753","Buy","Equity Shares","1065865","11.91","26-Nov-2025","27-Nov-2025","27-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","28-Nov-2025 12:06","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190345_1580708_28112025120617_WEB.xml"
"MADHAV","Madhav Marbles and Granites Limited","7(2)","MADHAV DOSHI","Director","Equity Shares","72517","0.81",,"4000","169160","Buy","Equity Shares","76517","0.85","25-Nov-2025","26-Nov-2025","26-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","28-Nov-2025 12:06","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190345_1580708_28112025120617_WEB.xml"
"ECLERX","eClerx Services Limited","7(2)","Eclerx Employee Welfare Trust","Other","Equity Shares","793557","1.66",,"4291","18947245","Buy","Equity Shares","797848","1.67","26-Nov-2025","26-Nov-2025","27-Nov-2025","-","-","-","0","0","0","0","NSE","-","28-Nov-2025 11:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190343_1580687_28112025114326_WEB.xml"
"ECLERX","eClerx Services Limited","7(2)","Eclerx Employee Welfare Trust","Other","Equity Shares","789277","1.65",,"4280","18949359","Buy","Equity Shares","793557","1.66","25-Nov-2025","25-Nov-2025","27-Nov-2025","-","-","-","0","0","0","0","NSE","-","28-Nov-2025 11:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190343_1580687_28112025114326_WEB.xml"
"WHIRLPOOL","Whirlpool of India Limited","7(2)","Whirlpool Mauritius Limited","Promoter Group","Equity Shares","64704633","51",,"14255000","14896023116","Sell","Equity Shares","50449633","39.76","27-Nov-2025","27-Nov-2025","27-Nov-2025","Market Sale","-","-","0","0","0","0","BSE","-","28-Nov-2025 11:42","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190341_1580684_28112025114242_WEB.xml"
"TTL","T T Limited","7(2)","SANJAY KUMAR JAIN","Promoter Group","Equity Shares","5955436","2.3",,"15188","144118","Buy","Equity Shares","5970624","2.31","26-Nov-2025","27-Nov-2025","27-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","28-Nov-2025 11:27","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190338_1580674_28112025112734_WEB.xml"
"EIEL","Enviro Infra Engineers Limited","7(2)","Manish Jain","Promoters","Equity Shares","48791000","27.8",,"40000","8669600","Buy","Equity Shares","48831000","27.82","27-Nov-2025","27-Nov-2025","28-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","28-Nov-2025 11:19","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190336_1580669_28112025111934_WEB.xml"
"CAMPUS","Campus Activewear Limited","7(2)","Sanjay Chhabra","Key Managerial Personnel","Equity Shares","30000","0",,"2000","543880","Sell","Equity Shares","28000","0","25-Nov-2025","25-Nov-2025","27-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","28-Nov-2025 10:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190333_1580662_28112025104319_WEB.xml"
"CAMPUS","Campus Activewear Limited","7(2)","Sanjay Chhabra","Key Managerial Personnel","Equity Shares","28000","0",,"1000","275160","Sell","Equity Shares","27000","0","26-Nov-2026","26-Nov-2025","27-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","28-Nov-2025 10:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190333_1580662_28112025104319_WEB.xml"
"LLOYDS","Lloyds Luxuries Limited","7(2)","Sushant J Mishra","Key Managerial Personnel","Equity Shares","660","0",,"2000","30000","Buy","Equity Shares","2660","0","26-Nov-2025","26-Nov-2025","27-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","28-Nov-2025 10:11","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190330_1580657_28112025101154_WEB.xml"
"LLOYDS","Lloyds Luxuries Limited","7(2)","Sushant J Mishra","Key Managerial Personnel","Equity Shares","2660","0",,"2000","142000","Sell","Equity Shares","660","0","26-Nov-2025","26-Nov-2025","27-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","28-Nov-2025 10:11","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190330_1580657_28112025101154_WEB.xml"
"LLOYDS","Lloyds Luxuries Limited","7(2)","LLOYDS LUXURIES EMPLOYEES WELFARE TRUST","Other","Equity Shares","136471","0.57",,"2000","30000","Sell","Equity Shares","134471","0.57","26-Nov-2025","26-Nov-2025","27-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","28-Nov-2025 10:11","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190330_1580657_28112025101154_WEB.xml"
"ROHLTD","Royal Orchid Hotels Limited","7(2)","Harsha Farms Private Limited","Promoter Group","Equity Shares","442032","1.61",,"19601","8222082","Buy","Equity Shares","461633","1.68","27-Nov-2025","27-Nov-2025","27-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","27-Nov-2025 21:17","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190328_1580641_27112025091740_WEB.xml"
"JMFINANCIL","JM Financial Limited","7(2)","Puja Dave","Employees/Designated Employees","Equity Shares","3600","0",,"25000","3501500","Buy","Equity Shares","28600","0","21-Nov-2025","21-Nov-2025","25-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","27-Nov-2025 21:07","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190326_1580638_27112025090740_WEB.xml"
"JMFINANCIL","JM Financial Limited","7(2)","Ashish Gor","Employees/Designated Employees","Equity Shares","3093","0",,"13500","1890810","Buy","Equity Shares","16593","0","21-Nov-2025","21-Nov-2025","25-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","27-Nov-2025 21:07","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190326_1580638_27112025090740_WEB.xml"
"JMFINANCIL","JM Financial Limited","7(2)","Amitabh Mohanty","Employees/Designated Employees","Equity Shares","59566","0.01",,"42283","5922157","Buy","Equity Shares","101849","0.01","21-Nov-2025","21-Nov-2025","25-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","27-Nov-2025 21:07","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190326_1580638_27112025090740_WEB.xml"
"JMFINANCIL","JM Financial Limited","7(2)","Anuj Kapoor","Employees/Designated Employees","Equity Shares","86166","0.01",,"24000","3361440","Buy","Equity Shares","110166","0.01","21-Nov-2025","21-Nov-2025","25-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","27-Nov-2025 21:07","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190326_1580638_27112025090740_WEB.xml"
"IRB","IRB Infrastructure Developers Limited","7(2)","IRB Holding Private Limited (Formerly known as Mhaiskar Ventures Private Limited)","Promoter Group","Equity Shares","1780130150","29.48",,"4095000","177272550","Buy","Equity Shares","1784225150","29.55","27-Nov-2025","27-Nov-2025","27-Nov-2025","Others","-","-","0","0","0","0","NSE","-","27-Nov-2025 20:56","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190324_1580635_27112025085653_WEB.xml"
"THOMASCOOK","Thomas Cook  (India)  Limited","7(3)","IDBI Trusteeship Services Limited","-","Equity Shares","4649162","0.99",,"18400","2940968","Sell","Equity Shares","4630762","0.98","25-Nov-2025","25-Nov-2025","27-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","27-Nov-2025 19:05","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190321_1580609_27112025070534_WEB.xml"
"MAPMYINDIA","C.E. Info Systems Limited","7(2)","Puneet Nasa","-","Equity Shares","1200","0",,"1000","1681500","Sell","Equity Shares","200","0","24-Nov-2025","25-Nov-2025","26-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","27-Nov-2025 18:59","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190319_1580605_27112025065933_WEB.xml"
"BRACEPORT","Brace Port Logistics Limited","7(2)","RISHI TREHAN","Promoters","Equity Shares","220300","1.95",,"11200","907200","Sell","Equity Shares","209100","1.85","24-Nov-2025","24-Nov-2025","25-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","27-Nov-2025 18:15","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190316_1580561_27112025061559_WEB.xml"
"M&MFIN","Mahindra & Mahindra Financial Services Limited","7(2)","BRIJBALA MOHANLAL BATWAL","Employees/Designated Employees","Equity Shares","1560","0",,"3749","1311588","Buy","Equity Shares","5309","0","26-Nov-2025","26-Nov-2025","27-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","27-Nov-2025 18:14","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190314_1580558_27112025061436_WEB.xml"
"M&MFIN","Mahindra & Mahindra Financial Services Limited","7(2)","DEEPA RANJEET","Employees/Designated Employees","Equity Shares","2641","0",,"6527","2283471","Buy","Equity Shares","9168","0","26-Nov-2025","26-Nov-2025","27-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","27-Nov-2025 18:14","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190314_1580558_27112025061436_WEB.xml"
"M&MFIN","Mahindra & Mahindra Financial Services Limited","7(2)","Manish Sinha","Employees/Designated Employees","Equity Shares","3728","0",,"10326","3612551","Buy","Equity Shares","14054","0","26-Nov-2025","26-Nov-2025","27-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","27-Nov-2025 18:14","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190314_1580558_27112025061436_WEB.xml"
"M&MFIN","Mahindra & Mahindra Financial Services Limited","7(2)","Mahesh Rajaraman","Employees/Designated Employees","Equity Shares","Nil","0",,"7268","2542710","Buy","Equity Shares","7268","0","26-Nov-2025","26-Nov-2025","27-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","27-Nov-2025 18:14","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190314_1580558_27112025061436_WEB.xml"
"M&MFIN","Mahindra & Mahindra Financial Services Limited","7(2)","Debasish Kar","Employees/Designated Employees","Equity Shares","74711","0.01",,"4244","1484763","Buy","Equity Shares","78955","0.01","26-Nov-2025","26-Nov-2025","27-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","27-Nov-2025 18:14","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190314_1580558_27112025061436_WEB.xml"
"M&MFIN","Mahindra & Mahindra Financial Services Limited","7(2)","Sandeep Mandrekar","Employees/Designated Employees","Equity Shares","42252","0",,"11750","4110738","Buy","Equity Shares","54002","0","26-Nov-2025","26-Nov-2025","27-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","27-Nov-2025 18:14","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190314_1580558_27112025061436_WEB.xml"
"M&MFIN","Mahindra & Mahindra Financial Services Limited","7(2)","Mahindra & Mahindra Financial Services Limited Employees' Stock Option Trust","Other","Equity Shares","579006","0.04",,"65128","22785031","Sell","Equity Shares","513878","0.03","26-Nov-2025","26-Nov-2025","27-Nov-2025","Off Market","-","-","0","0","0","0","NA","-","27-Nov-2025 18:14","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190314_1580558_27112025061436_WEB.xml"
"M&MFIN","Mahindra & Mahindra Financial Services Limited","7(2)","Kapil Toshniwal","Employees/Designated Employees","Equity Shares","5001","0",,"3208","1122319","Buy","Equity Shares","8209","0","26-Nov-2025","26-Nov-2025","27-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","27-Nov-2025 18:14","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190314_1580558_27112025061436_WEB.xml"
"M&MFIN","Mahindra & Mahindra Financial Services Limited","7(2)","Debasish Kar","Employees/Designated Employees","Equity Shares","76711","0.01",,"2000","637490","Sell","Equity Shares","74711","0.01","03-Nov-2025","03-Nov-2025","04-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","27-Nov-2025 18:14","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190314_1580558_27112025061436_WEB.xml"
"BRACEPORT","Brace Port Logistics Limited","7(2)","YASHPAL SHARMA","Promoters","Equity Shares","105500","0.93",,"11200","907200","Buy","Equity Shares","116700","1.03","24-Nov-2025","24-Nov-2025","25-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","27-Nov-2025 18:10","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190313_1580554_27112025061036_WEB.xml"
"VISHNUINFR","Vishnusurya Projects and Infra Limited","7(2)","BHAVANI JAYAPRAKASH","Promoters","Equity Shares","14951177","60.75",,"689700","110317515","Pledge","Equity Shares","8793352","35.73","25-Nov-2025","25-Nov-2025","27-Nov-2025","Pledge Creation","-","-","0","0","0","0","NSE","-","27-Nov-2025 18:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190311_1580544_27112025060158_WEB.xml"
"EUROPRATIK","Euro Pratik Sales Limited","7(2)","Manoj Pravinchnadra Gala","-","Equity Shares","3344140","3.27",,"15000","5222496","Buy","Equity Shares","3359140","3.29","11-Nov-2025","14-Nov-2025","25-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","27-Nov-2025 17:39","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190307_1580517_27112025053920_WEB.xml"
"EUROPRATIK","Euro Pratik Sales Limited","7(2)","Abhinav Sacheti","Key Managerial Personnel","Equity Shares","339460","0.33",,"27600","9941968","Buy","Equity Shares","367060","0.36","19-Nov-2025","25-Nov-2025","26-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","27-Nov-2025 17:39","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190307_1580517_27112025053920_WEB.xml"
"EUROPRATIK","Euro Pratik Sales Limited","7(2)","Seemant Sacheti","-","Equity Shares","1900000","1.86",,"7000","2551909","Buy","Equity Shares","1907000","1.87","25-Nov-2025","25-Nov-2025","26-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","27-Nov-2025 17:39","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190307_1580517_27112025053920_WEB.xml"
"EUROPRATIK","Euro Pratik Sales Limited","7(2)","KULMEET SARUP SAGGU","-","Equity Shares","1964440","1.92",,"5000","1762183","Buy","Equity Shares","1969440","1.93","14-Nov-2025","14-Nov-2025","25-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","27-Nov-2025 17:39","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190307_1580517_27112025053920_WEB.xml"
"EUROPRATIK","Euro Pratik Sales Limited","7(2)","Manoj Pravinchnadra Gala","-","Equity Shares","3344140","3.27",,"15000","5222496","Buy","Equity Shares","3359140","3.29","11-Nov-2025","14-Nov-2025","25-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","27-Nov-2025 17:39","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190307_1580517_27112025053920_WEB.xml"
"EUROPRATIK","Euro Pratik Sales Limited","7(2)","Abhinav Sacheti","Key Managerial Personnel","Equity Shares","339460","0.33",,"27600","9941968","Buy","Equity Shares","367060","0.36","19-Nov-2025","25-Nov-2025","26-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","27-Nov-2025 17:39","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190307_1580517_27112025053920_WEB.xml"
"EUROPRATIK","Euro Pratik Sales Limited","7(2)","Seemant Sacheti","-","Equity Shares","1900000","1.86",,"7000","2551909","Buy","Equity Shares","1907000","1.87","25-Nov-2025","25-Nov-2025","26-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","27-Nov-2025 17:39","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190307_1580517_27112025053920_WEB.xml"
"EUROPRATIK","Euro Pratik Sales Limited","7(2)","KULMEET SARUP SAGGU","-","Equity Shares","1964440","1.92",,"5000","1762183","Buy","Equity Shares","1969440","1.93","14-Nov-2025","14-Nov-2025","25-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","27-Nov-2025 17:39","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190307_1580517_27112025053920_WEB.xml"
"GSTL","Globesecure Technologies Limited","7(2)","SONAM RAGAVAN","Director","Equity Shares","311000","1.95",,"16000","145600","Buy","Equity Shares","327000","2.05","27-Nov-2025","27-Nov-2025","27-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","27-Nov-2025 17:21","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190304_1580502_27112025052131_WEB.xml"
"GROWW","Billionbrains Garage Ventures Limited","7(2)","KUNALRAJ SINGH CHHABRA","-","Equity Shares","130000","0",,"2500","386250","Sell","Equity Shares","127500","0","24-Nov-2025","24-Nov-2025","25-Nov-2025","Market Sale","-","-","0","0","0","0","BSE","-","27-Nov-2025 17:05","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190302_1580488_27112025050521_WEB.xml"
"GROWW","Billionbrains Garage Ventures Limited","7(2)","VIKAS BANSAL","-","Equity Shares","1666334","0.03",,"50000","8100000","Sell","Equity Shares","1616334","0.03","25-Nov-2025","25-Nov-2025","25-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","27-Nov-2025 17:05","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190302_1580488_27112025050521_WEB.xml"
"GROWW","Billionbrains Garage Ventures Limited","7(2)","LALIT BHIMANI","-","Equity Shares","1322466","0.02",,"50000","8000000","Sell","Equity Shares","1272466","0.02","25-Nov-2025","25-Nov-2025","25-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","27-Nov-2025 17:05","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190302_1580488_27112025050521_WEB.xml"
