"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"INFOBEAN","InfoBeans Techno. Ltd.","7(2)","Siddharth Sethi","Promoters","Equity Shares","6012376","24.8",,"81000","64783800","Sell","Equity Shares","5931376","24.47","26-Feb-2026","26-Feb-2026","26-Feb-2026","Gift","-","-","0","0","0","0","NA","-","27-Feb-2026 19:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194807_1631200_27022026073709_WEB.xml"
"SENCO","Senco Gold Limited","7(2)","Kumar Shankar Datta","Director","Equity Shares","Nil","0",,"5000","1591811","Buy","Equity Shares","5000","0","25-Feb-2026","25-Feb-2026","26-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","27-Feb-2026 19:27","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194805_1631186_27022026072714_WEB.xml"
"JAINIK","Jainik Power Cables Limited","7(2)","Vardan Capital Pvt Ltd","Promoter Group","Equity Shares","21600","0.15",,"1200","146400","Buy","Equity Shares","22800","0.16","25-Feb-2026","25-Feb-2026","27-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","27-Feb-2026 18:09","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194802_1631083_27022026060950_WEB.xml"
"NPST","Network People Services Technologies Limited","7(2)","ASHISH AGGARWAL","Promoters","Equity Shares","3779470","18.13",,"1000","1099328","Buy","Equity Shares","3780470","18.13","26-Feb-2026","26-Feb-2026","27-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","27-Feb-2026 18:07","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194801_1631075_27022026060744_WEB.xml"
"NPST","Network People Services Technologies Limited","7(2)","ASHISH AGGARWAL","Promoters","Equity Shares","3768470","18.07",,"2000","2109619","Buy","Equity Shares","3770470","18.08","26-Feb-2026","26-Feb-2026","27-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","27-Feb-2026 18:07","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194801_1631075_27022026060744_WEB.xml"
"NPST","Network People Services Technologies Limited","7(2)","ASHISH AGGARWAL","Promoters","Equity Shares","3773470","18.1",,"5000","5253948","Buy","Equity Shares","3778470","18.12","26-Feb-2026","26-Feb-2026","27-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","27-Feb-2026 18:07","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194801_1631075_27022026060744_WEB.xml"
"NPST","Network People Services Technologies Limited","7(2)","ASHISH AGGARWAL","Promoters","Equity Shares","3778470","18.12",,"1000","1075682","Buy","Equity Shares","3779470","18.13","26-Feb-2026","26-Feb-2026","27-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","27-Feb-2026 18:07","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194801_1631075_27022026060744_WEB.xml"
"NPST","Network People Services Technologies Limited","7(2)","ASHISH AGGARWAL","Promoters","Equity Shares","3770470","18.08",,"3000","3173939","Buy","Equity Shares","3773470","18.1","26-Feb-2026","26-Feb-2026","27-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","27-Feb-2026 18:07","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194801_1631075_27022026060744_WEB.xml"
"NPST","Network People Services Technologies Limited","7(2)","ASHISH AGGARWAL","Promoters","Equity Shares","3780470","18.13",,"2000","2196988","Buy","Equity Shares","3782470","18.14","26-Feb-2026","26-Feb-2026","27-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","27-Feb-2026 18:07","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194801_1631075_27022026060744_WEB.xml"
"CIEINDIA","CIE Automotive India Limited","7(2)","Anil Haridass","Director","Equity Shares","1612229","0.43",,"35271","17652016","Sell","Equity Shares","1576958","0.42","26-Feb-2026","26-Feb-2026","27-Feb-2026","Market Sale","-","-","0","0","0","0","NSE","-","27-Feb-2026 18:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194799_1631065_27022026060118_WEB.xml"
"CIEINDIA","CIE Automotive India Limited","7(2)","Anjali Powar Haridass","Immediate relative","Equity Shares","1185043","0.31",,"35000","17528036","Sell","Equity Shares","1150043","0.3","26-Feb-2026","26-Feb-2026","27-Feb-2026","Market Sale","-","-","0","0","0","0","NSE","-","27-Feb-2026 18:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194799_1631065_27022026060118_WEB.xml"
"JUBLINGREA","Jubilant Ingrevia Limited","7(2)","Jubilant Ingrevia Employees Welfare Trust","Other","Equity Shares","1361851","0.85",,"20000","11696000","Buy","Equity Shares","1381851","0.87","27-Feb-2026","27-Feb-2026","27-Feb-2026","Market Purchase","-","-","0","0","0","0","MSEI","-","27-Feb-2026 17:59","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194798_1631063_27022026055922_WEB.xml"
"AEGISLOG","Aegis Logistics Limited","7(2)","SUDHIR OMPRAKASH MALHOTRA","Key Managerial Personnel","Equity Shares","15657375","4.46",,"9250","6369899","Buy","Equity Shares","15666625","4.46","27-Feb-2026","27-Feb-2026","27-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","27-Feb-2026 17:42","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194793_1631033_27022026054239_WEB.xml"
"HGS","Hinduja Global Solutions Limited","7(2)","Srinivas Palakodeti","Other","Equity Shares","33410","0.07",,"3500","1336925","Sell","Equity Shares","29910","0.06","26-Feb-2026","27-Feb-2026","27-Feb-2026","Market Sale","-","-","0","0","0","0","NSE","-","27-Feb-2026 17:39","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194791_1631028_27022026053948_WEB.xml"
"HGS","Hinduja Global Solutions Limited","7(2)","Srinivas Palakodeti","Other","Equity Shares","33910","0.07",,"500","191138","Sell","Equity Shares","33410","0.07","24-Feb-2026","25-Feb-2026","26-Feb-2026","Market Sale","-","-","0","0","0","0","NSE","-","27-Feb-2026 17:39","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194791_1631028_27022026053948_WEB.xml"
"KEI","KEI Industries Limited","7(2)","Kishore Kunal","Key Managerial Personnel","Equity Shares","43367","0.04",,"900","4324567","Sell","Equity Shares","42467","0.04","23-Feb-2026","23-Feb-2026","25-Feb-2026","Market Sale","-","-","0","0","0","0","NSE","-","27-Feb-2026 17:38","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194790_1631025_27022026053810_WEB.xml"
"KEI","KEI Industries Limited","7(2)","Kishore Kunal","Key Managerial Personnel","Equity Shares","42467","0.04",,"500","2463789","Sell","Equity Shares","41967","0.04","25-Feb-2026","25-Feb-2026","27-Feb-2026","Market Sale","-","-","0","0","0","0","NSE","-","27-Feb-2026 17:38","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194790_1631025_27022026053810_WEB.xml"
"GALLANTT","Gallantt Ispat Limited","7(2)","Gallantt Industry Private Limited","Promoter Group","Equity Shares","2365492","0.98",,"14677","8571720","Buy","Equity Shares","2380169","0.99","26-Feb-2026","26-Feb-2026","27-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","27-Feb-2026 17:36","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194787_1631021_27022026053632_WEB.xml"
"JSL","Jindal Stainless Limited","7(2)","JSL OVERSEAS HOLDING LTF","Promoter Group","Equity Shares","135608528","16.45",,"900123","719687271","Buy","Equity Shares","136508651","16.56","24-Feb-2026","25-Feb-2026","26-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","27-Feb-2026 17:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194784_1630991_27022026050833_WEB.xml"
"UFLEX","UFLEX Limited","7(2)","Anant Pal Singh","-","Equity Shares","2126","0",,"2126","1004657","Sell","Equity Shares","Nil","0","26-Feb-2026","26-Feb-2026","27-Feb-2026","Market Sale","-","-","0","0","0","0","BSE","-","27-Feb-2026 17:02","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194782_1630984_27022026050208_WEB.xml"
"OBCL","Orissa Bengal Carrier Limited","7(2)","Ravi Agrawal","Promoters","Equity Shares","9441035","44.78",,"57875","3184021","Buy","Equity Shares","9498910","45.05","23-Feb-2026","25-Feb-2026","25-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","27-Feb-2026 17:00","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194780_1630979_27022026050038_WEB.xml"
"TAINWALCHM","Tainwala Chemical and Plastic (I) Limited","7(2)","PERIWINKLE FASHIONS PRIVATE LIMITED","Promoter Group","Equity Shares","2500","0.02",,"5007","1011064","Buy","Equity Shares","7507","0.08","26-Feb-2026","26-Feb-2026","27-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","27-Feb-2026 16:56","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194777_1630972_27022026045622_WEB.xml"
"TAINWALCHM","Tainwala Chemical and Plastic (I) Limited","7(2)","PERIWINKLE FASHIONS PRIVATE LIMITED","Promoter Group","Equity Shares","Nil","0",,"2500","484925","Buy","Equity Shares","2500","0.02","25-Feb-2026","25-Feb-2026","26-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","27-Feb-2026 16:56","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194777_1630972_27022026045622_WEB.xml"
"GANESHIN","Ganesh Infraworld Limited","7(2)","Rishabh Bhatia","-","Equity Shares","20000","0.04",,"115200","8794368","Buy","Equity Shares","135200","0.31","26-Feb-2026","26-Feb-2026","27-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","27-Feb-2026 16:54","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194775_1630968_27022026045421_WEB.xml"
"TTL","T T Limited","7(2)","T.T. BRANDS LIMITED","Promoter Group","Equity Shares","88024047","34.07",,"85058","829098","Buy","Equity Shares","88109105","34.1","26-Feb-2026","27-Feb-2026","27-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","27-Feb-2026 16:52","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194773_1630963_27022026045255_WEB.xml"
"AADHARHFC","Aadhar Housing Finance Limited","7(2)","BCP Topco VII Pte. Ltd.","Promoters","Equity Shares","326191357","75.19",,"326191357","138631326725","Sell","Equity Shares","Nil","0","25-Feb-2026","26-Feb-2026","26-Feb-2026","Off Market","-","-","0","0","0","0","NA","-","27-Feb-2026 16:46","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194771_1630955_27022026044632_WEB.xml"
"NCLIND","NCL Industries Limited","7(2)","NCL holdings (A&S) Ltd","Promoter Group","Equity Shares","100821","0.22",,"4292","788654","Buy","Equity Shares","105113","0.23","25-Feb-2026","26-Feb-2026","27-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","27-Feb-2026 16:46","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194770_1630953_27022026044627_WEB.xml"
"TAINWALCHM","Tainwala Chemical and Plastic (I) Limited","7(2)","TAINWALA HOLDINGS PRIVATE LIMITED","Promoter Group","Equity Shares","10898","0.11",,"2542","486684","Buy","Equity Shares","13440","0.14","25-Feb-2026","25-Feb-2026","26-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","27-Feb-2026 16:44","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194768_1630949_27022026044446_WEB.xml"
"TAINWALCHM","Tainwala Chemical and Plastic (I) Limited","7(2)","TAINWALA HOLDINGS PRIVATE LIMITED","Promoter Group","Equity Shares","13440","0.14",,"5809","1167442","Buy","Equity Shares","19249","0.2","26-Feb-2026","26-Feb-2026","27-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","27-Feb-2026 16:44","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194768_1630949_27022026044446_WEB.xml"
"GOKUL","Gokul Refoils and Solvent Limited","7(2)","Arjunsinh Rajput","Promoter Group","Equity Shares","1296312","1.28",,"23741","980742","Buy","Equity Shares","1293053","1.31","26-Feb-2026","26-Feb-2026","27-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","27-Feb-2026 16:42","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194765_1630946_27022026044208_WEB.xml"
"GOKUL","Gokul Refoils and Solvent Limited","7(2)","Arjunsinh Rajput","Promoter Group","Equity Shares","1262778","1.28",,"6534","271250","Buy","Equity Shares","1269312","1.28","26-Feb-2026","26-Feb-2026","27-Feb-2026","Market Purchase","-","-","0","0","0","0","BSE","-","27-Feb-2026 16:42","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194765_1630946_27022026044208_WEB.xml"
"UFLEX","UFLEX Limited","7(2)","Anant Pal Singh","-","Equity Shares","7672","0.01",,"5546","2556783","Sell","Equity Shares","2126","0","23-Feb-2026","25-Feb-2026","25-Feb-2026","Market Sale","-","-","0","0","0","0","NSE","-","27-Feb-2026 16:34","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194762_1630937_27022026043454_WEB.xml"
"WESTLIFE","WESTLIFE FOODWORLD LIMITED","7(2)","Horizon Impex Pvt Ltd","Promoters","Equity Shares","47340938","30.36",,"17786","8851917","Buy","Equity Shares","47358724","30.37","25-Feb-2026","26-Feb-2026","27-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","27-Feb-2026 16:09","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194759_1630904_27022026040947_WEB.xml"
"KAYTEX","Kaytex Fabrics Limited","7(2)","SANJEEV KANDHARI","Promoters","Equity Shares","5431975","36.95",,"36000","2730223","Buy","Equity Shares","5467975","37.2","25-Feb-2026","26-Feb-2026","27-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","27-Feb-2026 16:03","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194757_1630898_27022026040339_WEB.xml"
"TREL","Transindia Real Estate Limited","7(2)","Sealand Crane Private Limited","Promoter Group","Equity Shares","Nil","0",,"48810","1169149","Buy","Equity Shares","48810","0.02","26-Feb-2026","26-Feb-2026","27-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","27-Feb-2026 15:53","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194755_1630879_27022026035313_WEB.xml"
"DHANBANK","Dhanlaxmi Bank Limited","7(2)","SANTHOSH KUMAR R","-","Equity Shares","Nil","0",,"73051","23","Buy","Equity Shares","73051","0.02","26-Feb-2026","26-Feb-2026","27-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","27-Feb-2026 15:45","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194753_1630864_27022026034530_WEB.xml"
"STEL","Stel Holdings Limited","7(2)","LEBNITZE REAL ESTATES PVT LTD","Promoter Group","Equity Shares","511925","2.77",,"2753","1377983","Buy","Equity Shares","514678","2.78","26-Feb-2026","26-Feb-2026","26-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","27-Feb-2026 15:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194751_1630850_27022026033758_WEB.xml"
"STEL","Stel Holdings Limited","7(2)","LEBNITZE REAL ESTATES PVT LTD","Promoter Group","Equity Shares","514678","2.78",,"49","24246","Buy","Equity Shares","514727","2.79","26-Feb-2026","26-Feb-2026","26-Feb-2026","Market Purchase","-","-","0","0","0","0","BSE","-","27-Feb-2026 15:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194751_1630850_27022026033758_WEB.xml"
"STEL","Stel Holdings Limited","7(2)","LEBNITZE REAL ESTATES PVT LTD","Promoter Group","Equity Shares","511925","2.77",,"2753","1377983","Buy","Equity Shares","514678","2.78","26-Feb-2026","26-Feb-2026","26-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","27-Feb-2026 15:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194751_1630850_27022026033758_WEB.xml"
"STEL","Stel Holdings Limited","7(2)","LEBNITZE REAL ESTATES PVT LTD","Promoter Group","Equity Shares","514678","2.78",,"49","24246","Buy","Equity Shares","514727","2.79","26-Feb-2026","26-Feb-2026","26-Feb-2026","Market Purchase","-","-","0","0","0","0","BSE","-","27-Feb-2026 15:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194751_1630850_27022026033758_WEB.xml"
"ORIENTBELL","Orient Bell Limited","7(2)","MAHENDRA K. DAGA","Promoters","Equity Shares","3068394","20.86",,"5500","1703726","Buy","Equity Shares","3073894","20.9","26-Feb-2026","26-Feb-2026","27-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","27-Feb-2026 15:11","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194749_1630826_27022026031123_WEB.xml"
"ORIENTBELL","Orient Bell Limited","7(2)","Sarla Daga","Promoter Group","Equity Shares","2284892","15.53",,"3209","978803","Buy","Equity Shares","2288101","15.55","26-Feb-2026","26-Feb-2026","27-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","27-Feb-2026 15:11","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194749_1630826_27022026031123_WEB.xml"
"REGAAL","Regaal Resources Limited","7(2)","Anil Kishorepuria","Promoters","Equity Shares","25531096","24.85",,"400000","27149370","Buy","Equity Shares","25931096","25.24","25-Feb-2026","26-Feb-2026","27-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","27-Feb-2026 15:00","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194747_1630822_27022026030048_WEB.xml"
"NAHARSPING","Nahar Spinning Mills Limited","7(2)","NAHAR CAPITAL AND FINANCIAL SERVICES LIMITED","Promoter Group","Equity Shares","16862461","46.76",,"20000","4016181","Buy","Equity Shares","16882461","46.81","25-Feb-2026","26-Feb-2026","27-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","27-Feb-2026 15:00","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194746_1630820_27022026030016_WEB.xml"
"SHANKARA","Shankara Building Products Limited","7(2)","THE BALLYGUNGE FAMILY TRUST","Other","Equity Shares","529000","2.18",,"10000","1121447","Buy","Equity Shares","539000","2.22","26-Feb-2026","26-Feb-2026","27-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","27-Feb-2026 14:50","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194743_1630813_27022026024959_WEB.xml"
"MANGALAM","Mangalam Drugs And Organics Limited","7(2)","SHREE KISHORIJU TRADING AND INVESTMENTS PRIVATE LIMITED","Promoters","Equity Shares","369615","2.34",,"137484","3305115","Pledge Revoke","Equity Shares","507099","3.2","22-Dec-2025","22-Dec-2025","26-Feb-2026","-","-","-","0","0","0","0","NA","-","27-Feb-2026 14:42","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194739_1630799_27022026024205_WEB.xml"
"WHIRLPOOL","Whirlpool of India Limited","7(2)","Nakul Tewari","-","Equity Shares","400","0",,"500","458000","Buy","Equity Shares","900","0","24-Feb-2026","24-Feb-2026","26-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","27-Feb-2026 13:28","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194736_1630781_27022026012812_WEB.xml"
"STEL","Stel Holdings Limited","7(2)","LEBNITZE REAL ESTATES PVT LTD","Promoter Group","Equity Shares","508980","2.75",,"619","299795","Buy","Equity Shares","509599","2.76","24-Feb-2026","24-Feb-2026","25-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","27-Feb-2026 13:05","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194733_1630773_27022026010541_WEB.xml"
"STEL","Stel Holdings Limited","7(2)","LEBNITZE REAL ESTATES PVT LTD","Promoter Group","Equity Shares","509599","2.76",,"66","32293","Buy","Equity Shares","509665","2.76","24-Feb-2026","24-Feb-2026","25-Feb-2026","Market Purchase","-","-","0","0","0","0","BSE","-","27-Feb-2026 13:05","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194733_1630773_27022026010541_WEB.xml"
"STEL","Stel Holdings Limited","7(2)","LEBNITZE REAL ESTATES PVT LTD","Promoter Group","Equity Shares","509665","2.76",,"1271","622975","Buy","Equity Shares","510936","2.76","25-Feb-2026","25-Feb-2026","25-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","27-Feb-2026 13:05","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194733_1630773_27022026010541_WEB.xml"
"STEL","Stel Holdings Limited","7(2)","LEBNITZE REAL ESTATES PVT LTD","Promoter Group","Equity Shares","510936","2.76",,"989","480080","Buy","Equity Shares","511925","2.77","25-Feb-2026","25-Feb-2026","25-Feb-2026","Market Purchase","-","-","0","0","0","0","BSE","-","27-Feb-2026 13:05","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194733_1630773_27022026010541_WEB.xml"
"PRIMECAB","Prime Cable Industries Limited","7(2)","SHREYA JHALANI SINGLA","Promoters","Equity Shares","22000","0.12",,"19200","1450560","Buy","Equity Shares","41200","0.22","25-Feb-2026","26-Feb-2026","26-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","27-Feb-2026 12:53","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194731_1630767_27022026125335_WEB.xml"
"DHARARAIL","Dhara Rail Projects Limited","7(2)","Medha Family Office LLP","Promoter Group","Equity Shares","283000","1.87",,"16000","1918767","Buy","Equity Shares","299000","1.98","26-Feb-2026","26-Feb-2026","27-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","27-Feb-2026 12:53","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194730_1630762_27022026125305_WEB.xml"
"HCLTECH","HCL Technologies Limited","7(2)","Ravishankar Sethuraman","-","Equity Shares","64506","0",,"64506","88758044","Pledge Invoke","Equity Shares","Nil","0","26-Feb-2026","26-Feb-2026","26-Feb-2026","Invocation of pledge","-","-","0","0","0","0","NSE","-","27-Feb-2026 12:42","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194727_1630757_27022026124252_WEB.xml"
"DIAMINESQ","Diamines & Chemicals Limited","7(2)","Amit M Mehta","Promoters","Equity Shares","1274839","13.03",,"441","104517","Buy","Equity Shares","1275280","13.03","26-Feb-2026","26-Feb-2026","27-Feb-2026","Market Purchase","-","-","0","0","0","0","BSE","-","27-Feb-2026 12:28","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194725_1630749_27022026122846_WEB.xml"
"MAGSON","Magson Retail And Distribution Limited","7(2)","Maheshbhai Naranbhai Patel","Promoter Group","Equity Shares","338850","2.75",,"2000","278200","Sell","Equity Shares","336850","2.73","25-Feb-2026","25-Feb-2026","26-Feb-2026","Market Sale","-","-","0","0","0","0","NSE","-","27-Feb-2026 12:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194723_1630738_27022026121243_WEB.xml"
"WEWORK","WeWork India Management Limited","7(2)","Karan Virwani","Promoters","Equity Shares","1","0",,"16700","8667821","Buy","Equity Shares","16701","0.01","25-Feb-2026","25-Feb-2026","26-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","27-Feb-2026 11:58","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194721_1630726_27022026115850_WEB.xml"
"WEWORK","WeWork India Management Limited","7(2)","Neel Virwani","Promoter Group","Equity Shares","27279","0.02",,"40907","21666535","Buy","Equity Shares","68186","0.05","25-Feb-2026","25-Feb-2026","26-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","27-Feb-2026 11:33","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194719_1630720_27022026113311_WEB.xml"
"WEWORK","WeWork India Management Limited","7(2)","Neel Virwani","Promoter Group","Equity Shares","Nil","0",,"27279","14019256","Buy","Equity Shares","27279","0.02","24-Feb-2026","24-Feb-2026","26-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","27-Feb-2026 11:33","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194719_1630720_27022026113311_WEB.xml"
"SKMEGGPROD","SKM Egg Products Export (India) Limited","7(2)","SKM SHREE SHIVKUMAR","Key Managerial Personnel","Equity Shares","23982278","45.54",,"10000","1705265","Buy","Equity Shares","23992278","45.56","26-Feb-2026","26-Feb-2026","27-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","27-Feb-2026 10:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194717_1630689_27022026100858_WEB.xml"
"KPITTECH","KPIT Technologies Limited","7(2)","KPIT TECHNOLOGIES LIMITED EMPLOYEES WELFARE TRUST","Other","Equity Shares","1967489","0.72",,"7540","75400","Sell","Equity Shares","1959949","0.71","24-Feb-2026","24-Feb-2026","25-Feb-2026","ESOP","-","-","0","0","0","0","NA","-","27-Feb-2026 10:07","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194716_1630686_27022026100710_WEB.xml"
"SIGIND","Signet Industries Limited","7(2)","Saurabh Sangla","Director","Equity Shares","97182","0.33",,"500","22950","Buy","Equity Shares","97682","0.33","26-Feb-2026","26-Feb-2026","26-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","26-Feb-2026 23:26","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194713_1630653_26022026112631_WEB.xml"
"SIGIND","Signet Industries Limited","7(2)","Saurabh Sangla","Director","Equity Shares","97181","0.33",,"1","49","Buy","Equity Shares","97182","0.33","24-Feb-2026","24-Feb-2026","26-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","26-Feb-2026 23:23","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194711_1630650_26022026112335_WEB.xml"
"SIGIND","Signet Industries Limited","7(2)","Mukesh Sangla","Director","Equity Shares","1108180","3.76",,"4420","201110","Buy","Equity Shares","1112600","3.78","25-Feb-2026","25-Feb-2026","26-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","26-Feb-2026 23:18","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194709_1630647_26022026111824_WEB.xml"
"SIGIND","Signet Industries Limited","7(2)","Mukesh Sangla","Director","Equity Shares","1071321","3.64",,"36859","1626588","Buy","Equity Shares","1108180","3.76","24-Feb-2026","24-Feb-2026","24-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","26-Feb-2026 23:15","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194707_1630644_26022026111517_WEB.xml"
"NCLIND","NCL Industries Limited","7(2)","NCL holdings (A&S) Ltd","Promoter Group","Equity Shares","88321","0.2",,"12500","2325000","Buy","Equity Shares","100821","0.22","25-Feb-2026","25-Feb-2026","25-Feb-2026","Inter-se-Transfer","-","-","0","0","0","0","NA","-","26-Feb-2026 20:31","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194705_1630608_26022026083115_WEB.xml"
